Date,AveragePrice,Total Volume,4046,4225,Total Bags,Small Bags,type,region
2015-01-25,1.8,30207.8,3732.84,14987.92,11466.35,10403.58,organic,Plains
2015-01-18,1.8,29669.53,6340.18,13476.2,9818.59,8577.16,organic,Plains
2015-01-11,1.68,37617.95,6636.08,15284.43,15692.82,13774.1,organic,Plains
2015-01-04,1.69,34190.37,3874.31,14945.34,15338.27,13793.22,organic,Plains
2015-12-27,1.24,27118.17,1189.96,10909.14,15009.02,6705.83,organic,Portland
2015-12-20,1.21,25645.44,1202.15,8864.75,15575.19,5902.85,organic,Portland
2015-12-13,0.93,67512.97,1262.85,20963.47,45283.3,21656.83,organic,Portland
2015-12-06,1.66,12668.99,934.4,8211.33,3523.26,7.43,organic,Portland
2015-11-29,1.38,20992.27,964.58,9321.52,10697.83,55.39,organic,Portland
2015-11-22,1.12,57410.08,1279.51,21670.78,34459.79,81.41,organic,Portland
2015-11-15,1.8,12928.53,890.3,9465.69,2569.22,110.0,organic,Portland
2015-11-08,1.39,22300.6,1110.47,13364.66,7823.81,1115.81,organic,Portland
2015-11-01,0.98,62592.4,1163.61,21981.81,39400.57,7849.49,organic,Portland
2015-10-25,1.74,16496.39,628.45,9578.24,6283.07,36.85,organic,Portland
2015-10-18,1.78,17590.21,800.44,12022.04,4761.09,7.37,organic,Portland
2015-10-11,1.68,26547.99,780.51,15805.53,9958.64,14.73,organic,Portland
2015-10-04,1.57,35183.28,1489.84,22640.35,11049.78,18.38,organic,Portland
2015-09-27,1.72,18034.01,1045.73,10525.36,6459.62,0.0,organic,Portland
2015-09-20,1.76,18014.56,2052.48,9055.35,6906.73,0.0,organic,Portland
2015-09-13,2.07,17959.18,3092.78,10615.36,4251.04,7.34,organic,Portland
2015-09-06,2.16,18433.15,3225.86,12040.49,3166.8,0.0,organic,Portland
2015-08-30,1.37,50198.43,3242.25,35409.64,11546.54,0.0,organic,Portland
2015-08-23,2.21,17148.39,3696.01,12224.75,1225.99,0.0,organic,Portland
2015-08-16,1.73,30519.41,4315.77,19426.12,6777.52,0.0,organic,Portland
2015-08-09,2.02,18149.27,4930.53,10792.14,2426.6,0.0,organic,Portland
2015-08-02,1.94,18054.18,6605.19,10611.69,837.3,0.0,organic,Portland
2015-07-26,1.96,23093.97,6781.43,14705.3,1579.17,0.0,organic,Portland
2015-07-19,1.37,55813.66,8464.13,38289.79,9049.81,0.0,organic,Portland
2015-07-12,1.82,24707.16,9115.52,12902.48,2684.18,0.0,organic,Portland
2015-07-05,1.93,24954.8,8938.08,14928.33,1085.06,0.0,organic,Portland
2015-06-28,1.53,41116.32,7314.21,33780.38,0.0,0.0,organic,Portland
2015-06-21,1.53,32394.98,8095.22,23586.71,699.7,0.0,organic,Portland
2015-06-14,1.91,24034.25,8491.5,14130.91,1396.81,0.0,organic,Portland
2015-06-07,1.96,26864.42,9745.48,16510.02,608.92,0.0,organic,Portland
2015-05-31,1.5,41728.28,7282.84,34362.43,81.34,0.0,organic,Portland
2015-05-24,1.82,22950.59,7408.52,14746.61,792.13,0.0,organic,Portland
2015-05-17,1.68,30795.99,13615.68,14195.22,2985.09,0.0,organic,Portland
2015-05-10,1.64,26757.91,9687.42,13297.52,3772.97,0.0,organic,Portland
2015-05-03,1.54,26104.52,9002.35,11551.57,5550.6,0.0,organic,Portland
2015-04-26,1.27,40141.38,8483.62,21190.25,10465.87,0.0,organic,Portland
2015-04-19,1.57,28675.93,12834.38,12733.52,3108.03,0.0,organic,Portland
2015-04-12,1.32,63498.04,8217.36,41945.37,13324.04,0.0,organic,Portland
2015-04-05,1.76,27428.43,9037.65,17777.46,608.57,0.0,organic,Portland
2015-03-29,1.45,59406.24,9134.72,45312.41,4955.97,3.06,organic,Portland
2015-03-22,1.29,62866.23,15676.37,40685.17,6487.6,12.08,organic,Portland
2015-03-15,1.61,25244.87,9298.84,13800.36,2144.12,0.0,organic,Portland
2015-03-08,1.45,60658.97,15501.22,44127.27,1019.63,0.0,organic,Portland
2015-03-01,1.32,30280.67,17519.03,12225.23,500.73,0.0,organic,Portland
2015-02-22,1.38,28687.98,17377.6,9920.09,1356.19,3.33,organic,Portland
2015-02-15,1.51,25692.22,10884.59,10887.79,3887.23,180.0,organic,Portland
2015-02-08,1.23,57669.71,16202.53,32480.02,8980.94,710.0,organic,Portland
2015-02-01,1.2,39672.8,20129.0,12970.57,6568.55,540.0,organic,Portland
2015-01-25,1.35,30862.91,15946.79,10638.92,4274.07,540.0,organic,Portland
2015-01-18,1.24,51904.44,11894.56,30078.32,9926.86,303.33,organic,Portland
2015-01-11,1.22,43116.44,18893.87,19745.21,4477.36,480.0,organic,Portland
2015-01-04,1.28,32927.82,17580.96,11685.08,3658.63,613.33,organic,Portland
2015-12-27,1.74,3905.44,256.26,1936.8,1275.33,1116.34,organic,RaleighGreensboro
2015-12-20,1.77,4400.55,309.75,2197.77,1350.0,1350.0,organic,RaleighGreensboro
2015-12-13,1.81,3270.51,240.87,2033.23,617.35,570.0,organic,RaleighGreensboro
2015-12-06,1.82,3494.91,146.52,2097.0,831.76,798.35,organic,RaleighGreensboro
2015-11-29,1.78,3817.84,115.79,1898.15,1322.84,1172.56,organic,RaleighGreensboro
2015-11-22,1.79,4163.25,141.24,2164.98,1325.78,1302.93,organic,RaleighGreensboro
2015-11-15,1.77,4301.53,107.06,1947.83,1695.22,1567.31,organic,RaleighGreensboro
2015-11-08,1.75,4292.52,74.28,2037.97,1524.54,1357.91,organic,RaleighGreensboro
2015-11-01,1.65,5676.99,77.02,2249.16,2643.2,2156.74,organic,RaleighGreensboro
2015-10-25,1.78,5657.77,32.54,2451.58,2150.49,2102.2,organic,RaleighGreensboro
2015-10-18,1.73,5627.1,43.28,2506.16,2379.47,2241.87,organic,RaleighGreensboro
2015-10-11,1.59,6683.43,42.36,2450.97,3328.6,2405.52,organic,RaleighGreensboro
2015-10-04,1.76,5592.18,28.22,2449.8,2469.16,2062.84,organic,RaleighGreensboro
2015-09-27,1.81,6250.05,78.13,2446.9,3038.42,2796.4,organic,RaleighGreensboro
2015-09-20,1.86,5430.92,44.6,2235.5,2490.46,2490.46,organic,RaleighGreensboro
2015-09-13,1.94,5345.41,28.2,2870.92,1762.85,1762.85,organic,RaleighGreensboro
2015-09-06,1.95,5552.08,73.34,2705.46,1952.19,1931.19,organic,RaleighGreensboro
2015-08-30,1.94,6106.73,46.87,3098.11,2210.84,2132.13,organic,RaleighGreensboro
2015-08-23,1.92,6846.72,88.77,3262.67,2604.06,2335.43,organic,RaleighGreensboro
2015-08-16,1.9,6123.23,50.56,2851.16,2322.26,2151.8,organic,RaleighGreensboro
2015-08-09,1.82,7429.61,50.34,3879.39,2477.75,2344.6,organic,RaleighGreensboro
2015-08-02,1.86,6466.04,88.22,3021.26,2666.45,2588.48,organic,RaleighGreensboro
2015-07-26,1.77,6381.57,142.93,2831.38,2615.27,1918.31,organic,RaleighGreensboro
2015-07-19,1.76,6069.35,93.14,2710.15,2485.6,1873.03,organic,RaleighGreensboro
2015-07-12,1.77,6764.37,141.82,2811.84,2987.76,2357.79,organic,RaleighGreensboro
2015-07-05,1.82,6774.43,136.82,2955.8,2660.36,2200.97,organic,RaleighGreensboro
2015-06-28,1.8,5676.88,145.03,2750.18,1932.23,1451.44,organic,RaleighGreensboro
2015-06-21,1.83,5444.87,233.94,3039.41,1368.3,1007.8,organic,RaleighGreensboro
2015-06-14,1.75,6913.18,203.17,2924.84,2774.79,2179.92,organic,RaleighGreensboro
2015-06-07,1.66,7277.02,158.41,2909.31,3436.67,2473.82,organic,RaleighGreensboro
2015-05-31,1.6,9214.37,244.24,5424.93,2507.04,2150.81,organic,RaleighGreensboro
2015-05-24,1.36,10570.74,97.29,6165.76,3306.07,1933.68,organic,RaleighGreensboro
2015-05-17,1.15,17956.34,171.41,10462.72,2760.02,2118.11,organic,RaleighGreensboro
2015-05-10,1.32,10626.54,168.83,5374.06,3920.48,1981.96,organic,RaleighGreensboro
2015-05-03,1.35,11843.43,111.44,6282.96,3793.55,2261.83,organic,RaleighGreensboro
2015-04-26,1.51,8109.67,89.77,4454.61,2646.24,1748.63,organic,RaleighGreensboro
2015-04-19,1.68,7895.99,79.37,4244.69,2311.79,2248.97,organic,RaleighGreensboro
2015-04-12,1.67,6453.51,115.36,3462.03,1807.36,1011.65,organic,RaleighGreensboro
2015-04-05,1.96,4859.09,152.04,2540.93,1235.9,1086.58,organic,RaleighGreensboro
2015-03-29,1.78,5373.53,389.81,2583.24,1379.43,1363.5,organic,RaleighGreensboro
2015-03-22,1.85,4249.61,83.02,2618.03,646.36,485.59,organic,RaleighGreensboro
2015-03-15,1.87,3851.7,96.29,2298.83,570.31,550.86,organic,RaleighGreensboro
2015-03-08,1.74,6539.55,86.46,2512.71,2963.09,2947.28,organic,RaleighGreensboro
2015-03-01,1.73,5491.23,55.87,2571.34,1932.77,1814.69,organic,RaleighGreensboro
2015-02-22,1.77,3990.91,31.72,2088.94,1068.58,1003.61,organic,RaleighGreensboro
2015-02-15,1.69,4322.52,30.58,1862.3,1717.49,1690.1,organic,RaleighGreensboro
2015-02-08,1.73,5749.75,56.66,2117.25,2720.44,2635.69,organic,RaleighGreensboro
2015-02-01,1.79,4385.19,27.19,2044.97,1344.93,1330.43,organic,RaleighGreensboro
2015-01-25,2.02,3359.58,60.84,1948.96,721.86,620.46,organic,RaleighGreensboro
2015-01-18,1.97,3496.27,78.13,1775.25,1014.61,925.39,organic,RaleighGreensboro
2015-01-11,1.98,3862.72,31.58,1957.67,1200.59,1195.75,organic,RaleighGreensboro
2015-01-04,2.01,3397.0,58.22,1493.9,1072.67,993.94,organic,RaleighGreensboro
2015-12-27,1.53,4116.38,59.01,1910.71,1912.98,1292.73,organic,RichmondNorfolk
2015-12-20,1.67,3999.44,66.16,2449.2,1269.05,1265.11,organic,RichmondNorfolk
2015-12-13,1.67,3565.0,85.17,2009.89,1275.93,1213.84,organic,RichmondNorfolk
2015-12-06,1.67,3089.71,42.65,1608.75,1214.41,1060.0,organic,RichmondNorfolk
2015-11-29,1.68,2729.66,45.91,1463.34,1040.01,773.34,organic,RichmondNorfolk
2015-11-22,1.65,3609.47,54.55,2599.95,676.53,596.67,organic,RichmondNorfolk
2015-11-15,1.65,3559.21,101.96,2225.93,930.87,640.0,organic,RichmondNorfolk
2015-11-08,1.58,4199.95,96.33,2006.69,1754.24,1466.67,organic,RichmondNorfolk
2015-11-01,1.4,4659.79,105.26,2108.83,2059.75,806.66,organic,RichmondNorfolk
2015-10-25,1.66,4174.55,58.25,2344.49,1400.48,1176.66,organic,RichmondNorfolk
2015-10-18,1.63,4738.31,87.63,2410.99,1853.88,1616.67,organic,RichmondNorfolk
2015-10-11,1.31,5694.0,34.1,2522.36,2714.91,846.67,organic,RichmondNorfolk
2015-10-04,1.68,4466.07,58.49,2719.94,1281.84,993.33,organic,RichmondNorfolk
2015-09-27,1.65,4046.31,37.76,2720.03,975.47,583.33,organic,RichmondNorfolk
2015-09-20,1.87,3201.26,69.37,2727.16,59.12,26.67,organic,RichmondNorfolk
2015-09-13,1.84,4609.25,52.27,3412.43,730.0,730.0,organic,RichmondNorfolk
2015-09-06,1.85,5114.38,56.23,3368.09,1303.82,1263.33,organic,RichmondNorfolk
2015-08-30,1.8,5052.41,32.77,3282.68,1343.77,1006.67,organic,RichmondNorfolk
2015-08-23,1.74,5916.44,98.11,3358.92,2007.6,1550.0,organic,RichmondNorfolk
2015-08-16,1.68,5611.72,128.18,3804.14,1242.88,553.33,organic,RichmondNorfolk
2015-08-09,1.59,7908.2,139.83,4351.68,2852.54,2290.0,organic,RichmondNorfolk
2015-08-02,1.7,5359.81,93.71,4051.34,831.49,703.33,organic,RichmondNorfolk
2015-07-26,1.41,6734.91,138.93,4129.59,2123.85,220.0,organic,RichmondNorfolk
2015-07-19,1.35,5879.03,84.51,3233.96,2132.06,296.67,organic,RichmondNorfolk
2015-07-12,1.28,6873.18,119.94,3413.01,2926.96,486.67,organic,RichmondNorfolk
2015-07-05,1.49,5999.26,77.05,3608.18,1797.22,640.0,organic,RichmondNorfolk
2015-06-28,1.4,6163.88,136.01,3651.1,1883.57,776.67,organic,RichmondNorfolk
2015-06-21,1.35,6691.69,172.38,4236.18,1845.11,570.0,organic,RichmondNorfolk
2015-06-14,1.33,6991.11,155.63,3425.03,2957.71,1282.62,organic,RichmondNorfolk
2015-06-07,1.24,9207.05,290.65,3796.02,4684.73,1820.0,organic,RichmondNorfolk
2015-05-31,1.13,10092.91,232.65,6403.66,3025.38,1038.61,organic,RichmondNorfolk
2015-05-24,1.02,12446.65,368.78,6973.85,4608.4,1688.43,organic,RichmondNorfolk
2015-05-17,1.01,12407.01,281.02,7695.78,2975.71,1634.01,organic,RichmondNorfolk
2015-05-10,1.03,10726.99,348.51,6066.03,3752.0,1193.33,organic,RichmondNorfolk
2015-05-03,1.03,12425.42,426.78,6174.2,5276.23,2313.33,organic,RichmondNorfolk
2015-04-26,1.12,9505.74,497.79,5299.89,3329.41,1640.0,organic,RichmondNorfolk
2015-04-19,1.26,8170.13,422.67,4874.84,2398.0,1910.0,organic,RichmondNorfolk
2015-04-12,1.23,6492.79,344.8,3395.88,2227.21,915.26,organic,RichmondNorfolk
2015-04-05,1.54,4893.26,235.1,2349.78,1784.75,1330.0,organic,RichmondNorfolk
2015-03-29,1.6,5559.67,214.19,3073.68,1785.1,1721.22,organic,RichmondNorfolk
2015-03-22,1.52,3345.52,169.24,2320.53,474.36,40.0,organic,RichmondNorfolk
2015-03-15,1.57,5834.95,157.47,2458.69,2702.24,2603.33,organic,RichmondNorfolk
2015-03-08,1.57,5746.55,131.38,2471.16,2655.51,2553.33,organic,RichmondNorfolk
2015-03-01,1.47,4298.37,145.94,2466.7,1274.22,916.67,organic,RichmondNorfolk
2015-02-22,1.51,4120.01,87.31,2167.08,1377.67,1206.67,organic,RichmondNorfolk
2015-02-15,1.59,3487.35,126.73,1701.25,1250.5,1070.0,organic,RichmondNorfolk
2015-02-08,1.55,4719.47,103.88,1872.21,2299.21,2083.33,organic,RichmondNorfolk
2015-02-01,1.58,3916.98,83.48,2059.65,1333.77,1296.67,organic,RichmondNorfolk
2015-01-25,1.57,3860.33,184.69,1998.19,1352.16,1002.65,organic,RichmondNorfolk
2015-01-18,1.62,3480.66,120.23,2152.16,845.21,583.33,organic,RichmondNorfolk
2015-01-11,1.66,2914.35,143.78,2060.44,439.21,412.81,organic,RichmondNorfolk
2015-01-04,1.54,4212.16,238.48,1678.83,1922.3,1570.28,organic,RichmondNorfolk
2015-12-27,1.41,4367.47,33.27,2525.8,1808.4,690.0,organic,Roanoke
2015-12-20,1.59,3569.54,47.01,3008.82,513.71,495.93,organic,Roanoke
2015-12-13,1.55,3195.92,108.32,2452.48,635.12,467.11,organic,Roanoke
2015-12-06,1.55,3016.06,61.69,2193.93,760.44,483.33,organic,Roanoke
2015-11-29,1.61,3158.95,95.84,2175.66,887.45,390.0,organic,Roanoke
2015-11-22,1.54,3794.44,108.15,3153.99,532.3,346.67,organic,Roanoke
2015-11-15,1.53,3846.37,110.01,2793.73,942.63,456.67,organic,Roanoke
2015-11-08,1.44,4632.15,111.1,2755.55,1765.5,906.67,organic,Roanoke
2015-11-01,1.19,5784.88,96.48,2646.44,3041.96,536.67,organic,Roanoke
2015-10-25,1.56,4336.41,62.3,3016.52,1257.59,690.0,organic,Roanoke
2015-10-18,1.58,5199.39,60.95,3578.07,1560.37,840.0,organic,Roanoke
2015-10-11,1.13,8171.34,83.19,3470.24,4617.91,543.34,organic,Roanoke
2015-10-04,1.6,5828.18,54.08,4018.33,1755.77,583.33,organic,Roanoke
2015-09-27,1.67,5760.76,59.29,4263.28,1438.19,583.33,organic,Roanoke
2015-09-20,1.85,4691.87,67.48,4246.85,377.54,350.0,organic,Roanoke
2015-09-13,1.84,5971.62,89.37,5082.81,799.44,793.33,organic,Roanoke
2015-09-06,1.78,7012.8,60.39,5542.16,1410.25,1090.0,organic,Roanoke
2015-08-30,1.73,6607.42,61.62,5079.88,1465.92,760.0,organic,Roanoke
2015-08-23,1.69,7637.57,143.25,5309.86,2184.46,1123.34,organic,Roanoke
2015-08-16,1.65,7244.44,115.46,5312.72,1816.26,533.33,organic,Roanoke
2015-08-09,1.6,7947.92,93.25,5320.38,2534.29,1270.0,organic,Roanoke
2015-08-02,1.7,5802.91,123.65,4829.21,850.05,333.33,organic,Roanoke
2015-07-26,1.34,7695.34,115.02,4828.27,2752.05,53.33,organic,Roanoke
2015-07-19,1.19,7688.92,131.74,4316.66,3240.52,156.67,organic,Roanoke
2015-07-12,1.14,8970.72,125.1,4732.53,4113.09,273.33,organic,Roanoke
2015-07-05,1.37,7883.53,169.14,5367.15,2347.24,693.33,organic,Roanoke
2015-06-28,1.31,7676.74,131.93,4981.31,2563.5,813.33,organic,Roanoke
2015-06-21,1.33,8892.2,142.75,6373.01,2376.44,846.67,organic,Roanoke
2015-06-14,1.16,9840.34,128.18,5037.78,4674.38,916.67,organic,Roanoke
2015-06-07,1.08,13703.15,145.56,6329.81,7227.78,1443.33,organic,Roanoke
2015-05-31,0.98,18116.76,118.86,12165.3,5832.6,1314.97,organic,Roanoke
2015-05-24,0.89,22034.63,191.26,15349.07,6494.3,1124.5,organic,Roanoke
2015-05-17,0.92,21537.11,203.77,16312.06,5021.28,1435.36,organic,Roanoke
2015-05-10,0.82,21425.19,227.33,12996.7,8201.16,1230.0,organic,Roanoke
2015-05-03,0.88,21016.71,259.08,13301.01,7456.62,1570.0,organic,Roanoke
2015-04-26,0.94,15271.18,275.96,10599.98,4395.24,1243.33,organic,Roanoke
2015-04-19,1.05,10387.69,172.29,8811.28,1404.12,976.03,organic,Roanoke
2015-04-12,1.03,10200.38,202.01,6608.1,3390.27,735.94,organic,Roanoke
2015-04-05,1.42,6849.71,92.13,5159.16,1598.42,953.33,organic,Roanoke
2015-03-29,1.51,6479.15,125.9,5301.46,1051.79,956.67,organic,Roanoke
2015-03-22,1.36,5490.76,68.95,4201.88,1219.93,233.33,organic,Roanoke
2015-03-15,1.5,6392.65,76.97,4755.78,1559.9,1323.33,organic,Roanoke
2015-03-08,1.48,6050.63,66.14,3761.84,2222.65,2096.67,organic,Roanoke
2015-03-01,1.33,6110.51,70.22,4546.72,1493.57,873.33,organic,Roanoke
2015-02-22,1.36,4664.67,126.76,3417.19,1120.72,860.0,organic,Roanoke
2015-02-15,1.46,4508.41,57.87,3264.82,1185.72,1016.67,organic,Roanoke
2015-02-08,1.44,5184.57,81.91,3221.39,1881.27,1583.33,organic,Roanoke
2015-02-01,1.5,4941.74,150.16,3819.72,971.86,903.33,organic,Roanoke
2015-01-25,1.47,5411.77,117.84,4133.72,1160.21,759.28,organic,Roanoke
2015-01-18,1.48,5621.32,109.68,4464.75,1046.89,626.3,organic,Roanoke
2015-01-11,1.47,5128.06,82.94,4065.47,979.65,806.48,organic,Roanoke
2015-01-04,1.39,4414.29,56.21,2760.82,1597.26,1139.42,organic,Roanoke
2015-12-27,1.72,4946.4,1142.95,3722.48,80.97,80.97,organic,Sacramento
2015-12-20,1.68,5161.57,1124.17,3959.43,77.97,77.97,organic,Sacramento
2015-12-13,1.68,5141.65,1171.12,3811.97,158.56,158.56,organic,Sacramento
2015-12-06,1.43,7422.92,1835.84,4810.97,776.11,762.78,organic,Sacramento
2015-11-29,2.04,4643.81,872.55,3592.5,178.76,112.09,organic,Sacramento
2015-11-22,1.79,4955.07,923.67,3860.73,170.67,140.67,organic,Sacramento
2015-11-15,1.87,4984.88,969.68,3931.5,83.7,54.81,organic,Sacramento
2015-11-08,1.8,5951.51,1335.02,4090.76,525.73,247.95,organic,Sacramento
2015-11-01,1.9,5479.7,1136.13,4277.28,66.29,66.29,organic,Sacramento
2015-10-25,1.86,5859.11,1291.46,4345.56,222.09,222.09,organic,Sacramento
2015-10-18,2.14,5469.71,1221.59,4054.63,193.49,193.49,organic,Sacramento
2015-10-11,2.1,5232.0,1179.15,3815.69,237.16,237.16,organic,Sacramento
2015-10-04,2.01,6005.54,1289.92,4536.12,179.5,179.5,organic,Sacramento
2015-09-27,1.95,5472.45,1261.85,3990.21,220.39,220.39,organic,Sacramento
2015-09-20,2.0,6595.69,1172.53,5251.78,171.38,171.38,organic,Sacramento
2015-09-13,2.02,6405.75,1364.77,4883.81,157.17,157.17,organic,Sacramento
2015-09-06,2.15,5975.27,1356.08,4540.83,78.36,78.36,organic,Sacramento
2015-08-30,2.1,6389.53,1798.88,4370.66,219.99,219.99,organic,Sacramento
2015-08-23,1.84,9578.9,2933.89,6146.39,498.62,498.62,organic,Sacramento
2015-08-16,2.09,7357.97,2115.7,5065.13,177.14,177.14,organic,Sacramento
2015-08-09,2.17,7260.07,1873.4,5095.95,290.72,290.72,organic,Sacramento
2015-08-02,2.1,6833.71,2221.89,4378.88,232.94,232.94,organic,Sacramento
2015-07-26,2.12,8182.86,2850.16,5160.65,172.05,172.05,organic,Sacramento
2015-07-19,1.98,9560.55,3147.29,6150.55,262.71,262.71,organic,Sacramento
2015-07-12,1.72,13720.73,5333.14,7961.62,425.97,425.97,organic,Sacramento
2015-07-05,1.86,9756.1,4437.96,5180.96,137.18,137.18,organic,Sacramento
2015-06-28,1.84,9219.97,4916.07,4050.11,253.79,253.79,organic,Sacramento
2015-06-21,1.82,9753.85,5107.53,4488.96,157.36,157.36,organic,Sacramento
2015-06-14,1.81,10339.48,4885.46,5256.1,197.92,197.92,organic,Sacramento
2015-06-07,1.85,9557.56,4934.71,4500.75,122.1,122.1,organic,Sacramento
2015-05-31,1.62,10430.71,5542.33,4688.66,199.72,199.72,organic,Sacramento
2015-05-24,1.62,11399.34,6010.97,5119.6,268.77,268.77,organic,Sacramento
2015-05-17,1.53,13045.36,7163.2,5530.28,351.88,351.88,organic,Sacramento
2015-05-10,1.3,27835.34,13918.56,13294.66,622.12,622.12,organic,Sacramento
2015-05-03,1.64,8315.7,4124.83,4001.1,189.77,189.77,organic,Sacramento
2015-04-26,1.62,9637.66,5069.89,4401.41,166.36,166.36,organic,Sacramento
2015-04-19,1.65,9164.67,4447.66,4568.21,148.8,148.8,organic,Sacramento
2015-04-12,1.65,8205.75,4230.7,3803.44,171.61,171.61,organic,Sacramento
2015-04-05,1.64,9013.89,4591.9,4319.15,102.84,102.84,organic,Sacramento
2015-03-29,1.64,9959.6,5357.72,4490.5,111.38,111.38,organic,Sacramento
2015-03-22,1.52,7875.19,4117.41,3666.37,91.41,91.41,organic,Sacramento
2015-03-15,1.63,9075.16,4595.6,4262.4,217.16,217.16,organic,Sacramento
2015-03-08,1.6,9666.61,4923.8,4582.74,160.07,160.07,organic,Sacramento
2015-03-01,1.22,45355.38,25103.48,19850.03,401.87,401.87,organic,Sacramento
2015-02-22,1.51,8785.09,5027.44,3605.45,152.2,148.87,organic,Sacramento
2015-02-15,1.63,7436.13,3520.52,3406.08,509.53,509.53,organic,Sacramento
2015-02-08,1.5,8676.28,3831.1,3186.51,1658.67,1658.67,organic,Sacramento
2015-02-01,1.22,13195.65,7103.9,5624.41,467.34,467.34,organic,Sacramento
2015-01-25,1.44,9707.59,4291.23,4741.77,674.59,674.59,organic,Sacramento
2015-01-18,1.13,37233.34,15363.18,20986.36,883.8,883.8,organic,Sacramento
2015-01-11,1.27,7598.26,4243.14,3033.84,321.28,321.28,organic,Sacramento
2015-01-04,1.33,9213.49,3727.52,4327.52,1158.45,1158.45,organic,Sacramento
2015-12-27,1.62,8704.72,1834.72,5181.54,1688.46,472.88,organic,SanDiego
2015-12-20,1.23,11727.34,1099.57,5048.8,5578.97,592.32,organic,SanDiego
2015-12-13,1.27,12242.29,1084.4,5007.42,6147.23,674.51,organic,SanDiego
2015-12-06,1.83,5564.87,1256.25,3763.92,544.7,541.37,organic,SanDiego
2015-11-29,1.87,7022.99,1232.37,5300.75,489.87,489.87,organic,SanDiego
2015-11-22,1.85,7438.22,1689.0,5341.01,408.21,397.37,organic,SanDiego
2015-11-15,1.68,8438.39,1537.41,6399.23,501.75,430.1,organic,SanDiego
2015-11-08,1.82,8902.22,1234.41,7001.62,666.19,499.65,organic,SanDiego
2015-11-01,1.64,9456.39,1478.71,7160.95,816.73,775.12,organic,SanDiego
2015-10-25,1.65,9164.19,1955.4,6641.62,567.17,561.7,organic,SanDiego
2015-10-18,1.85,7576.11,1707.43,5314.68,554.0,554.0,organic,SanDiego
2015-10-11,1.82,7472.6,2112.25,4869.08,491.27,491.27,organic,SanDiego
2015-10-04,1.85,8490.07,1759.06,6195.85,535.16,535.16,organic,SanDiego
2015-09-27,1.7,8898.69,2858.56,5619.88,420.25,420.25,organic,SanDiego
2015-09-20,1.69,10284.23,2634.12,7404.88,245.23,245.23,organic,SanDiego
2015-09-13,1.81,10361.87,3295.36,6467.03,599.48,596.15,organic,SanDiego
2015-09-06,1.85,9341.22,2333.68,6614.63,392.91,392.91,organic,SanDiego
2015-08-30,1.88,9085.45,1986.05,6676.52,422.88,422.88,organic,SanDiego
2015-08-23,1.74,10817.27,2433.22,7936.29,447.76,447.76,organic,SanDiego
2015-08-16,1.82,9064.11,2762.8,5555.73,745.58,745.58,organic,SanDiego
2015-08-09,1.82,8902.03,2628.99,5592.09,680.95,680.95,organic,SanDiego
2015-08-02,1.86,10242.52,2569.77,7080.66,592.09,592.09,organic,SanDiego
2015-07-26,1.71,10276.01,2844.3,7142.17,289.54,289.54,organic,SanDiego
2015-07-19,1.85,9159.44,2480.07,6332.4,346.97,346.97,organic,SanDiego
2015-07-12,1.81,9760.46,3360.92,5927.1,472.44,472.44,organic,SanDiego
2015-07-05,1.55,16352.08,3011.64,12801.71,538.73,538.73,organic,SanDiego
2015-06-28,1.55,12946.65,2398.15,10206.13,342.37,342.37,organic,SanDiego
2015-06-21,1.56,11055.46,2962.12,7601.86,491.48,491.48,organic,SanDiego
2015-06-14,1.53,11438.64,3328.84,7539.16,567.2,567.2,organic,SanDiego
2015-06-07,1.51,10372.71,2793.72,6690.16,888.83,888.83,organic,SanDiego
2015-05-31,1.49,10940.85,2933.55,6895.9,1111.4,1111.4,organic,SanDiego
2015-05-24,1.51,12044.14,2853.3,8566.51,624.33,624.33,organic,SanDiego
2015-05-17,1.48,10914.03,2511.62,7398.74,1003.67,1003.67,organic,SanDiego
2015-05-10,1.45,10480.68,2069.73,7045.39,1365.56,1365.56,organic,SanDiego
2015-05-03,1.41,10506.78,2617.84,6294.57,1594.37,1594.37,organic,SanDiego
2015-04-26,1.48,10698.67,2780.48,6603.33,1314.86,1314.86,organic,SanDiego
2015-04-19,1.52,10267.95,2524.24,7216.36,527.35,527.35,organic,SanDiego
2015-04-12,1.49,10665.71,3994.59,6126.03,545.09,545.09,organic,SanDiego
2015-04-05,1.53,11171.13,4079.7,6401.32,690.11,690.11,organic,SanDiego
2015-03-29,1.53,8962.77,3207.2,5150.91,604.66,604.66,organic,SanDiego
2015-03-22,1.16,12951.28,8173.64,4447.33,330.31,330.31,organic,SanDiego
2015-03-15,1.49,8349.37,7690.44,315.77,343.16,343.16,organic,SanDiego
2015-03-08,1.48,9468.77,8439.16,375.38,654.23,654.23,organic,SanDiego
2015-03-01,1.09,20407.13,18706.98,795.47,904.68,904.68,organic,SanDiego
2015-02-22,1.44,11764.76,10994.31,483.78,286.67,286.67,organic,SanDiego
2015-02-15,1.49,12775.39,11531.38,555.56,688.45,688.45,organic,SanDiego
2015-02-08,1.29,15054.25,13016.65,926.02,1111.58,1111.58,organic,SanDiego
2015-02-01,1.11,18623.99,16215.48,1142.06,1263.56,1263.56,organic,SanDiego
2015-01-25,1.26,11132.08,9245.07,470.05,1416.96,1416.96,organic,SanDiego
2015-01-18,1.29,14473.73,12300.47,580.15,1593.11,1593.11,organic,SanDiego
